Word,Weight
00,0.08282555960975423
000,0.0439326924482023
10,1.2332082638261783
100,0.08282555960975423
103,0.1999768623293489
11,0.18971114907924078
12,0.2616074400092245
13,0.16565111921950845
14,0.14425705830605998
15,0.30141434550016555
16,0.14425705830605998
17,0.08282555960975423
1794,0.11288783578231744
1800,0.11146516943752954
1936,0.06341098968254115
1937,0.10739940932413532
1940,0.10037575170988222
1947,0.06361887858002312
1956,0.13740693049322644
1963,0.16525580742983964
1990,0.21727567808485398
1990s,0.11427596977719118
1992,0.11940063266079656
1997,0.11160147386732044
20,0.3515807088055748
2000,0.1579114531648486
2002,0.1313259714904338
2003,0.12357421250783905
227th,0.05921031685082469
23,0.3476133196172635
25,0.21301941168777383
26,0.11146516943752954
29,0.13394666545668155
30,0.11146516943752954
300,0.10441660098374887
33,0.11288783578231744
360,0.03722546242194034
36th,0.12988072987386162
47,0.05921031685082469
50,0.2035768203697493
51,0.09506170195000621
60,0.11160147386732044
70,0.1293819802203841
70s,0.14567549852492742
74,0.14156227380907183
75,0.14156227380907183
76,0.10649468088744815
80,0.20601929937878022
80s,0.06494036493693081
90,0.10708405575553753
90s,0.3061507748912193
950,0.16440157929499782
98,0.11160147386732044
abbot,0.06494036493693081
abbreviate,0.12140822092777136
abet,0.11656532980430417
abide,0.07887526271549235
ability,0.03394631467057387
able,0.24968953810399735
abraham,0.25398119232438965
absolute,0.09338100097128096
absolutely,0.5970228285425238
absorb,0.04403485043215734
abstract,0.04403485043215734
absurd,0.1799196010481979
abusive,0.14402674312096478
academy,0.05921031685082469
accent,0.31128238995601865
accentuate,0.06859917632578708
accept,0.1981980939909668
accident,0.11109447392109786
accidentally,0.07514603145634734
accomplish,0.2878713358512854
accord,0.267389721892352
account,0.1848047985277965
accountant,0.06341098968254115
accurate,0.24816063193440374
accuse,0.08712155697349405
accustom,0.07688155370747926
achieve,0.11501000520192134
achievement,0.0867158838237963
achingly,0.09056781499448509
acolyte,0.07514603145634734
acquire,0.1313259714904338
across,0.13188068391721525
acroyd,0.09448244591311382
act,1.7787104552406297
action,0.4185257537700464
activate,0.03722546242194034
actor,0.6926341953313772
actors,1.5968678664758045
actress,0.49225711434000985
actresses,0.32719825528969276
actual,0.3189990632287186
actually,0.9558454260761237
ad,0.06494036493693081
ada,0.3082439530251014
adams,0.14156227380907183
adapt,0.05921031685082469
add,0.34792093988035994
addict,0.08398605530118172
addiction,0.13379436417043222
addition,0.1566251942163141
address,0.1267123114045619
adequate,0.1567186870095611
adjuster,0.03394631467057387
admit,0.03394631467057387
adrian,0.16790983914554855
adult,0.15586497506552044
advent,0.10094710595805038
adventure,0.7100487410634154
advise,0.1755864208304694
affair,0.3099461496659093
affect,0.3335479172012792
affection,0.10094710595805038
afraid,0.168842012739272
africa,0.15203685680168408
aftermath,0.36065352158899733
afternoons,0.13080372000461224
afterwards,0.23863955271395754
age,0.4040328326691329
agenda,0.12853298311370817
agent,0.12316630207011658
aggravate,0.11288783578231744
aggression,0.04403485043215734
agnes,0.11781121126714812
ago,0.22024668546366574
agree,0.0646547939817344
agreements,0.07688155370747926
ahab,0.0789557265824243
ahead,0.06319035223350879
aid,0.23597885352852851
air,0.5608199834954126
airplane,0.052009897598935526
airships,0.03722546242194034
aka,0.11160147386732044
al,0.0439326924482023
alabama,0.1313259714904338
albeit,0.1147395568844683
albert,0.05921031685082469
albino,0.06319035223350879
album,0.11781121126714812
alcoholic,0.06068012193369617
alcoholism,0.06068012193369617
alert,0.08952791248409137
alexander,0.04232144442099037
alexandra,0.225438094369042
alfred,0.11940063266079656
ali,0.14172737142570782
alice,0.06341098968254115
alien,0.17504966025427487
alienation,0.08170904781973402
alike,0.07565799644331753
alive,0.2452859560665555
allen,0.13379436417043222
alley,0.0646547939817344
allison,0.07565799644331753
allow,0.21927113893639089
allusions,0.0789557265824243
ally,0.1101400681389552
almost,0.6390614778640141
alone,0.21585908191268172
along,0.4778919090024054
alot,0.1999768623293489
already,0.24097902743545868
also,1.3241339093952709
although,0.8004683681058585
altogether,0.139568882198906
alvarado,0.21479881864827063
always,0.4943041952712935
amateurish,0.27376106688463153
amato,0.0577306547328608
amaze,0.26114348636140633
amber,0.07565799644331753
ambiguity,0.11288783578231744
ambitious,0.09385444612890136
america,0.2730446368175664
american,0.32825447151924425
americans,0.13394666545668155
amnesia,0.1101400681389552
among,0.4619520014337726
amongst,0.08984026265782666
amore,0.1757307697928092
amount,0.4259070626719544
amuse,0.2746670036965878
anand,0.364080731602177
anatomy,0.0867158838237963
anchor,0.1595796233933959
andrew,0.06859917632578708
angeles,0.052009897598935526
anger,0.13065935405493112
angie,0.2962006019027637
angle,0.23920963857200894
angry,0.06361887858002312
animal,0.09385444612890136
animals,0.12699059616219482
animate,0.0867158838237963
animation,0.18283502056724257
anime,0.18283502056724257
anna,0.0439326924482023
annoy,0.2933892116832662
another,1.1036640673741505
antagonistic,0.12140822092777136
anthology,0.1999768623293489
anthony,0.04403485043215734
anti,0.24123716256867309
antic,0.03394631467057387
antiquities,0.07514603145634734
anxiously,0.09626789688060827
anybody,0.15144341401676908
anymore,0.37748772890266014
anyone,1.0112634728784409
anything,0.7133080638636475
anyway,0.20468471221109943
anywhere,0.3051532870527554
apart,0.04403485043215734
apartment,0.12780344570343047
apologize,0.13493012754659953
apparent,0.09056781499448509
apparently,0.26903823770179636
appeal,0.33822079246949144
appear,0.7166432278034652
appearance,0.17762597340077096
applause,0.15968743341029518
apply,0.1567186870095611
appreciate,0.2738719594540988
appreciation,0.0789557265824243
approach,0.21476953819724715
arab,0.16449555241310926
archaeologists,0.12699059616219482
ardh,0.12136024386739235
area,0.09056781499448509
areas,0.06319035223350879
arff,0.28344733773934144
argue,0.12321182600745272
arielle,0.07565799644331753
aristocratic,0.0867158838237963
arm,0.06789262934114774
armies,0.13740693049322644
army,0.16842757136871378
around,0.8988202839254774
arquette,0.15203685680168408
arrange,0.1268219793650823
array,0.20847185763960077
arrest,0.06068012193369617
arrive,0.15466640839439744
art,0.20121241586027583
arthur,0.09626789688060827
artillery,0.03394631467057387
artist,0.314925552180477
artistic,0.11940063266079656
arts,0.25976145974772324
aryans,0.07688155370747926
ash,0.06361887858002312
asians,0.10094710595805038
aside,0.09348750691998625
ask,0.2696259064558899
aspect,0.08282555960975423
aspects,0.1930376394100934
ass,0.07514603145634734
assign,0.06361887858002312
assistants,0.10037575170988222
associate,0.06068012193369617
assume,0.18627960419200884
assure,0.0646547939817344
astonish,0.0646547939817344
astonishingly,0.09821522519310587
astronauts,0.08896001891507281
asylum,0.07514603145634734
atkins,0.05921031685082469
atmosphere,0.13303855064516512
atrocities,0.06068012193369617
atrocity,0.14842695118601623
attach,0.08896001891507281
attachment,0.10644661105141077
attack,0.2793640189953791
attempt,0.6133529645915384
attend,0.09506170195000621
attest,0.08170904781973402
attitude,0.10649468088744815
attractions,0.10401979519787105
attractive,0.06341098968254115
aubrey,0.07565799644331753
audience,0.8371611837774376
audiences,0.12873544476595894
auer,0.19023296904762346
australia,0.09385444612890136
australian,0.09385444612890136
authenticity,0.11160147386732044
author,0.052009897598935526
authorities,0.11067347130021496
available,0.16066638155202304
avenge,0.09385444612890136
average,0.6074077580614178
aviation,0.08221353875749285
avoid,0.1974244819981204
await,0.09626789688060827
awake,0.10708405575553753
awaken,0.26757684345764265
awakeningly,0.10649468088744815
award,0.05921031685082469
aware,0.20132787265237584
away,0.6718239098847486
awesome,0.20507068938871198
awful,0.79809753240184
awkwardly,0.04403485043215734
ax,0.052009897598935526
babes,0.07514603145634734
baby,0.1595796233933959
bacio,0.06341098968254115
back,0.8861980235255407
background,0.1314662925651399
bad,2.1548203750739994
badass,0.06319035223350879
baddies,0.08221353875749285
badness,0.169745523139798
baffle,0.14476758577783497
balance,0.0577306547328608
ball,0.12140822092777136
ban,0.13083236500602727
banal,0.2811191709763258
band,0.3066714454718432
bank,0.0878653848964046
banknotes,0.0439326924482023
banter,0.07514603145634734
bar,0.17463095541016854
barbara,0.12113535776071112
barely,0.34669225760434674
bargain,0.1590800048289699
barker,0.03394631467057387
barnes,0.2536439587301646
barry,0.10401979519787105
bart,0.2596581949329379
base,0.552560162309524
baseball,0.09448244591311382
basement,0.07514603145634734
bash,0.06361887858002312
basically,0.41711146937632704
bat,0.09448244591311382
battle,0.25738273598004446
battlefield,0.04403485043215734
bay,0.26270761559052136
bbc,0.12417876038207967
be,0.0646547939817344
beach,0.1784966079274228
